bigg_id	name	reaction_string	model_list	database_links	old_bigg_ids
NH4tm	NH3 mitochondrial transport	nh4_c <-> nh4_m	iMM904; iND750; iAM_Pk459; iAM_Pb448; iAM_Pf480; iIS312_Epimastigote; iAM_Pc455; iAM_Pv461; iCHOv1_DG44; iIS312; Recon3D; iIS312_Amastigote; iIS312_Trypomastigote; iCHOv1	RHEA: http://identifiers.org/rhea/28747; RHEA: http://identifiers.org/rhea/28748; RHEA: http://identifiers.org/rhea/28749; RHEA: http://identifiers.org/rhea/28750; BioCyc: http://identifiers.org/biocyc/META:RXN-9615; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-206; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-544; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101950; Reactome Reaction: http://identifiers.org/reactome/R-BTA-444416; Reactome Reaction: http://identifiers.org/reactome/R-CEL-444416; Reactome Reaction: http://identifiers.org/reactome/R-CFA-444416; Reactome Reaction: http://identifiers.org/reactome/R-DDI-444416; Reactome Reaction: http://identifiers.org/reactome/R-DME-444416; Reactome Reaction: http://identifiers.org/reactome/R-DRE-444416; Reactome Reaction: http://identifiers.org/reactome/R-GGA-444416; Reactome Reaction: http://identifiers.org/reactome/R-HSA-444416; Reactome Reaction: http://identifiers.org/reactome/R-MMU-444416; Reactome Reaction: http://identifiers.org/reactome/R-RNO-444416; Reactome Reaction: http://identifiers.org/reactome/R-SSC-444416; Reactome Reaction: http://identifiers.org/reactome/R-TGU-444416; Reactome Reaction: http://identifiers.org/reactome/R-XTR-444416; SEED Reaction: http://identifiers.org/seed.reaction/rxn05466; SEED Reaction: http://identifiers.org/seed.reaction/rxn08986; SEED Reaction: http://identifiers.org/seed.reaction/rxn08987; SEED Reaction: http://identifiers.org/seed.reaction/rxn09736; SEED Reaction: http://identifiers.org/seed.reaction/rxn09835; SEED Reaction: http://identifiers.org/seed.reaction/rxn13364	NH4tm; r0838
NH4tn	Ammonia nuclear transport	nh4_c <-> nh4_n	iMM1415; RECON1; iRC1080; iCHOv1; iMM904; Recon3D; iCHOv1_DG44	RHEA: http://identifiers.org/rhea/28747; RHEA: http://identifiers.org/rhea/28748; RHEA: http://identifiers.org/rhea/28749; RHEA: http://identifiers.org/rhea/28750; BioCyc: http://identifiers.org/biocyc/META:RXN-9615; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-206; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-544; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101950; Reactome Reaction: http://identifiers.org/reactome/R-BTA-444416; Reactome Reaction: http://identifiers.org/reactome/R-CEL-444416; Reactome Reaction: http://identifiers.org/reactome/R-CFA-444416; Reactome Reaction: http://identifiers.org/reactome/R-DDI-444416; Reactome Reaction: http://identifiers.org/reactome/R-DME-444416; Reactome Reaction: http://identifiers.org/reactome/R-DRE-444416; Reactome Reaction: http://identifiers.org/reactome/R-GGA-444416; Reactome Reaction: http://identifiers.org/reactome/R-HSA-444416; Reactome Reaction: http://identifiers.org/reactome/R-MMU-444416; Reactome Reaction: http://identifiers.org/reactome/R-RNO-444416; Reactome Reaction: http://identifiers.org/reactome/R-SSC-444416; Reactome Reaction: http://identifiers.org/reactome/R-TGU-444416; Reactome Reaction: http://identifiers.org/reactome/R-XTR-444416; SEED Reaction: http://identifiers.org/seed.reaction/rxn05466; SEED Reaction: http://identifiers.org/seed.reaction/rxn08986; SEED Reaction: http://identifiers.org/seed.reaction/rxn08987; SEED Reaction: http://identifiers.org/seed.reaction/rxn09736; SEED Reaction: http://identifiers.org/seed.reaction/rxn09835; SEED Reaction: http://identifiers.org/seed.reaction/rxn13364	NH4tn
NH4tp	Ammonia peroxisomal transport	nh4_c <-> nh4_x	Recon3D; iCHOv1_DG44; iMM1415; RECON1; iRC1080; iCHOv1; iND750; iMM904	RHEA: http://identifiers.org/rhea/28747; RHEA: http://identifiers.org/rhea/28748; RHEA: http://identifiers.org/rhea/28749; RHEA: http://identifiers.org/rhea/28750; BioCyc: http://identifiers.org/biocyc/META:RXN-9615; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-206; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-544; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101950; Reactome Reaction: http://identifiers.org/reactome/R-BTA-444416; Reactome Reaction: http://identifiers.org/reactome/R-CEL-444416; Reactome Reaction: http://identifiers.org/reactome/R-CFA-444416; Reactome Reaction: http://identifiers.org/reactome/R-DDI-444416; Reactome Reaction: http://identifiers.org/reactome/R-DME-444416; Reactome Reaction: http://identifiers.org/reactome/R-DRE-444416; Reactome Reaction: http://identifiers.org/reactome/R-GGA-444416; Reactome Reaction: http://identifiers.org/reactome/R-HSA-444416; Reactome Reaction: http://identifiers.org/reactome/R-MMU-444416; Reactome Reaction: http://identifiers.org/reactome/R-RNO-444416; Reactome Reaction: http://identifiers.org/reactome/R-SSC-444416; Reactome Reaction: http://identifiers.org/reactome/R-TGU-444416; Reactome Reaction: http://identifiers.org/reactome/R-XTR-444416; SEED Reaction: http://identifiers.org/seed.reaction/rxn05466; SEED Reaction: http://identifiers.org/seed.reaction/rxn08986; SEED Reaction: http://identifiers.org/seed.reaction/rxn08987; SEED Reaction: http://identifiers.org/seed.reaction/rxn09736; SEED Reaction: http://identifiers.org/seed.reaction/rxn09835; SEED Reaction: http://identifiers.org/seed.reaction/rxn13364	NH4tp; NH4tx
NMNATm	Nicotinamide nucleotide adenylyltransferase  mitochondrial	atp_m + h_m + nmn_m <-> nad_m + ppi_m	iND750; iMM904; Recon3D; iMM1415; iCHOv1; RECON1	EC Number: http://identifiers.org/ec-code/2.7.7.1; EC Number: http://identifiers.org/ec-code/2.7.7.18; RHEA: http://identifiers.org/rhea/21360; RHEA: http://identifiers.org/rhea/21361; RHEA: http://identifiers.org/rhea/21362; RHEA: http://identifiers.org/rhea/21363; BioCyc: http://identifiers.org/biocyc/META:2.7.7.1-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR95841; Reactome Reaction: http://identifiers.org/reactome/R-ATH-8939959; Reactome Reaction: http://identifiers.org/reactome/R-BTA-8939959; Reactome Reaction: http://identifiers.org/reactome/R-CEL-8939959; Reactome Reaction: http://identifiers.org/reactome/R-CFA-8939959; Reactome Reaction: http://identifiers.org/reactome/R-DDI-8939959; Reactome Reaction: http://identifiers.org/reactome/R-DRE-8939959; Reactome Reaction: http://identifiers.org/reactome/R-GGA-8939959; Reactome Reaction: http://identifiers.org/reactome/R-HSA-8939959; Reactome Reaction: http://identifiers.org/reactome/R-MMU-8939959; Reactome Reaction: http://identifiers.org/reactome/R-OSA-8939959; Reactome Reaction: http://identifiers.org/reactome/R-RNO-8939959; Reactome Reaction: http://identifiers.org/reactome/R-SCE-8939959; Reactome Reaction: http://identifiers.org/reactome/R-SPO-8939959; Reactome Reaction: http://identifiers.org/reactome/R-SSC-8939959; Reactome Reaction: http://identifiers.org/reactome/R-TGU-8939959; Reactome Reaction: http://identifiers.org/reactome/R-XTR-8939959; KEGG Reaction: http://identifiers.org/kegg.reaction/R00137; SEED Reaction: http://identifiers.org/seed.reaction/rxn00105	NMNATm; NMNATrm
NMNTP	Nmntp	h_e + nmn_e <-> h_c + nmn_c	iMM904; iIT341; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101973; SEED Reaction: http://identifiers.org/seed.reaction/rxn09670; SEED Reaction: http://identifiers.org/seed.reaction/rxn09735; SEED Reaction: http://identifiers.org/seed.reaction/rxn09834	NMNTP
NMNt2m	NMN mitochondrial transport via proton symport	h_c + nmn_c <-> h_m + nmn_m	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101973; SEED Reaction: http://identifiers.org/seed.reaction/rxn09670; SEED Reaction: http://identifiers.org/seed.reaction/rxn09735; SEED Reaction: http://identifiers.org/seed.reaction/rxn09834	NMNt2m
NNAMrm	Nicotinamidase  reversible  mitochondrial	h2o_m + ncam_m <-> nac_m + nh4_m	iND750; iMM904	RHEA: http://identifiers.org/rhea/14545; RHEA: http://identifiers.org/rhea/14546; RHEA: http://identifiers.org/rhea/14547; RHEA: http://identifiers.org/rhea/14548; EC Number: http://identifiers.org/ec-code/3.5.1.19; BioCyc: http://identifiers.org/biocyc/META:NICOTINAMID-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR101977; KEGG Reaction: http://identifiers.org/kegg.reaction/R01268; SEED Reaction: http://identifiers.org/seed.reaction/rxn00938	NNAMrm
NTRLASE	Nitrilase	2.0 h2o_c + ind3acnl_c <-> ind3ac_c + nh4_c	iND750; iMM904	EC Number: http://identifiers.org/ec-code/3.5.5.1; RHEA: http://identifiers.org/rhea/45776; RHEA: http://identifiers.org/rhea/45777; RHEA: http://identifiers.org/rhea/45778; RHEA: http://identifiers.org/rhea/45779; BioCyc: http://identifiers.org/biocyc/META:RXN-1404; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102070; KEGG Reaction: http://identifiers.org/kegg.reaction/R03093; SEED Reaction: http://identifiers.org/seed.reaction/rxn02219	NTRLASE
NTRLASE2	Nitrilase	aprop_c + 2.0 h2o_c <-> ala__L_c + nh4_c	iMM904; iND750	EC Number: http://identifiers.org/ec-code/3.5.5.1; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102071; KEGG Reaction: http://identifiers.org/kegg.reaction/R03542; SEED Reaction: http://identifiers.org/seed.reaction/rxn02525; SEED Reaction: http://identifiers.org/seed.reaction/rxn09519	NTRLASE2
O2ter	O2  transport  endoplasmic reticulum	o2_c <-> o2_r	RECON1; iMM1415; iCHOv1; iAT_PLT_636; iND750; iMM904; Recon3D; iCHOv1_DG44	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-474; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102090; SEED Reaction: http://identifiers.org/seed.reaction/rxn05468; SEED Reaction: http://identifiers.org/seed.reaction/rxn09031; SEED Reaction: http://identifiers.org/seed.reaction/rxn09032; SEED Reaction: http://identifiers.org/seed.reaction/rxn09641; SEED Reaction: http://identifiers.org/seed.reaction/rxn09734	O2ter
OBDHm	2 Oxobutanoate dehydrogenase	2obut_m + coa_m + nad_m <-> co2_m + nadh_m + ppcoa_m	iMM904; iCHOv1_DG44; Recon3D; iCHOv1	RHEA: http://identifiers.org/rhea/33223; RHEA: http://identifiers.org/rhea/33224; RHEA: http://identifiers.org/rhea/33225; RHEA: http://identifiers.org/rhea/33226; BioCyc: http://identifiers.org/biocyc/META:RXN-7790; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102133; SEED Reaction: http://identifiers.org/seed.reaction/rxn12777	OBDHm; r1154
OCDCAt	Octadecanoate  n C180  transport in via uniport	ocdca_e <-> ocdca_c	RECON1; iMM1415; iCHOv1; iAT_PLT_636; iND750; iMM904; iAM_Pc455; iAM_Pf480; iAM_Pv461; Recon3D; iAM_Pb448; iCHOv1_DG44; iAM_Pk459	RHEA: http://identifiers.org/rhea/39807; RHEA: http://identifiers.org/rhea/39808; RHEA: http://identifiers.org/rhea/39809; RHEA: http://identifiers.org/rhea/39810; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR99109; SEED Reaction: http://identifiers.org/seed.reaction/rxn09034; SEED Reaction: http://identifiers.org/seed.reaction/rxn09669	OCDCAt; OCDCAtr
OCDCYAt	Octadecynoate  n C182  transport in via uniport	ocdcya_e <-> ocdcya_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102144	OCDCYAt
OHACT2	Alcohol Acetyltransferase  isoamyl alcohol 	accoa_c + iamoh_c <-> coa_c + iamac_c	iMM904	EC Number: http://identifiers.org/ec-code/2.3.1.84; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102164; SEED Reaction: http://identifiers.org/seed.reaction/rxn13368	OHACT2
OHACT5	Alcohol Acetyltransferase  Phenylethanol alcohol 	2phetoh_c + accoa_c <-> coa_c + pheac_c	iMM904	EC Number: http://identifiers.org/ec-code/2.3.1.224; BioCyc: http://identifiers.org/biocyc/META:RXN-13542; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102167; SEED Reaction: http://identifiers.org/seed.reaction/rxn13371	OHACT5
OMCDCm	2 oxo 4 methyl 3 carboxypentanoate decarboxylation	3c4mop_m + h_m <-> 4mop_m + co2_m	iMM904; iND750; iLB1027_lipid	EC Number: http://identifiers.org/ec-code/1.1.1.85; RHEA: http://identifiers.org/rhea/25078; RHEA: http://identifiers.org/rhea/25079; RHEA: http://identifiers.org/rhea/25080; RHEA: http://identifiers.org/rhea/25081; BioCyc: http://identifiers.org/biocyc/META:RXN-7800; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102180; KEGG Reaction: http://identifiers.org/kegg.reaction/R01652; SEED Reaction: http://identifiers.org/seed.reaction/rxn01208	I3OXD_m; OMCDCm
ORNTACim	Ornithine transacetylase  irreversible  mitochondrial	acorn_m + glu__L_m <-> acglu_m + orn_m	iND750; iMM904	RHEA: http://identifiers.org/rhea/15349; RHEA: http://identifiers.org/rhea/15350; RHEA: http://identifiers.org/rhea/15351; RHEA: http://identifiers.org/rhea/15352; EC Number: http://identifiers.org/ec-code/2.3.1.35; BioCyc: http://identifiers.org/biocyc/META:GLUTAMATE-N-ACETYLTRANSFERASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102221; KEGG Reaction: http://identifiers.org/kegg.reaction/R02282; SEED Reaction: http://identifiers.org/seed.reaction/rxn01636	ORNTACim
ORNt2r	Orntithine reversible transport in via proton symport	h_e + orn_e <-> h_c + orn_c	iND750; iMM904; iIT341	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102224; SEED Reaction: http://identifiers.org/seed.reaction/rxn05628	ORNt2r
ORNt3m	Ornithine mitochondrial transport via proton antiport	h_c + orn_m <-> orn_c + h_m	iND750; iMM904; Recon3D; iAT_PLT_636; iMM1415; iCHOv1; RECON1	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102225; SEED Reaction: http://identifiers.org/seed.reaction/rxn09731	ORNt3m
P5CDm	1 pyrroline 5 carboxylate dehydrogenase  mitochondrial	1pyr5c_m + 2.0 h2o_m + nad_m <-> glu__L_m + h_m + nadh_m	iMM904; iND750; iCHOv1; RECON1; iLB1027_lipid; iMM1415; iIS312_Epimastigote; iIS312; iCHOv1_DG44; iIS312_Amastigote; iIS312_Trypomastigote; Recon3D	EC Number: http://identifiers.org/ec-code/1.2.1.88; EC Number: http://identifiers.org/ec-code/1.5.1.12; RHEA: http://identifiers.org/rhea/16417; RHEA: http://identifiers.org/rhea/16418; RHEA: http://identifiers.org/rhea/16419; RHEA: http://identifiers.org/rhea/16420; BioCyc: http://identifiers.org/biocyc/META:PYRROLINECARBDEHYDROG-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102301; KEGG Reaction: http://identifiers.org/kegg.reaction/R00707; SEED Reaction: http://identifiers.org/seed.reaction/rxn00503	P5CDH_m; P5CDm; P5CDm_i
PACALDt	Phenylacetaldehyde transport  extracellular 	pacald_c <-> pacald_e	iMM904; iNF517	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-284; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102312; SEED Reaction: http://identifiers.org/seed.reaction/rxn09061; SEED Reaction: http://identifiers.org/seed.reaction/rxn13373; SEED Reaction: http://identifiers.org/seed.reaction/rxn13374	PACALDt
PACALDtm	Phenylacetaldehyde transport  mitochondrial 	pacald_c <-> pacald_m	Recon3D; iMM904	BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN0-284; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102312; SEED Reaction: http://identifiers.org/seed.reaction/rxn09061; SEED Reaction: http://identifiers.org/seed.reaction/rxn13373; SEED Reaction: http://identifiers.org/seed.reaction/rxn13374	PACALDtm
PAK_SC	Phosphatidate kinase  yeast specific	atp_c + 0.01 pa_SC_c <-> adp_c + 0.01 dagpy_SC_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143262	PAK_SC
PAN4Ptm	Panthetheine 4  phosphate reversible mitochondrial transport	pan4p_c <-> pan4p_m	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102344; Reactome Reaction: http://identifiers.org/reactome/R-HSA-8939039; SEED Reaction: http://identifiers.org/seed.reaction/rxn09729	PAN4Ptm
PANTtm	Pantothenate mitochondrial transport	pant__R_c <-> pant__R_m	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102346; SEED Reaction: http://identifiers.org/seed.reaction/rxn09728	PANTtm
PAPt	PAP reversible uniport	pap_e <-> pap_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102382; SEED Reaction: http://identifiers.org/seed.reaction/rxn09665; SEED Reaction: http://identifiers.org/seed.reaction/rxn09727	PAPt
PAPtm	Adenosine 3  5  bisphosphate mitochondrial transport	pap_c <-> pap_m	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102382; SEED Reaction: http://identifiers.org/seed.reaction/rxn09665; SEED Reaction: http://identifiers.org/seed.reaction/rxn09727	PAPtm
PAtm_SC	Phosphatidate reversible transport  mitochondrial  yeast specific	pa_SC_c <-> pa_SC_m	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102389	PAtm_SC
PDE2	3  5  cyclic nucleotide phosphodiesterase	35cdamp_c + h2o_c <-> damp_c + h_c	iND750; iMM904; iAM_Pb448; iAM_Pc455; iAM_Pk459; iAM_Pf480; iAM_Pv461	EC Number: http://identifiers.org/ec-code/3.1.4.17; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR136084; SEED Reaction: http://identifiers.org/seed.reaction/rxn09561	PDE2
PDHm	Pyruvate dehydrogenase	coa_m + nad_m + pyr_m <-> accoa_m + co2_m + nadh_m	iAM_Pv461; iAM_Pk459; Recon3D; iAM_Pf480; iCHOv1_DG44; iAM_Pb448; iAM_Pc455; iND750; iMM904; iMM1415; iCHOv1; iAT_PLT_636; RECON1	EC Number: http://identifiers.org/ec-code/1.2.1; EC Number: http://identifiers.org/ec-code/1.2.1.51; EC Number: http://identifiers.org/ec-code/1.2.4.1; EC Number: http://identifiers.org/ec-code/1.8.1.4; EC Number: http://identifiers.org/ec-code/2.3.1.12; RHEA: http://identifiers.org/rhea/28042; RHEA: http://identifiers.org/rhea/28043; RHEA: http://identifiers.org/rhea/28044; RHEA: http://identifiers.org/rhea/28045; BioCyc: http://identifiers.org/biocyc/META:PYRUVDEH-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102425; Reactome Reaction: http://identifiers.org/reactome/R-ATH-71397; Reactome Reaction: http://identifiers.org/reactome/R-BTA-71397; Reactome Reaction: http://identifiers.org/reactome/R-CEL-71397; Reactome Reaction: http://identifiers.org/reactome/R-CFA-71397; Reactome Reaction: http://identifiers.org/reactome/R-DDI-71397; Reactome Reaction: http://identifiers.org/reactome/R-DME-71397; Reactome Reaction: http://identifiers.org/reactome/R-DRE-71397; Reactome Reaction: http://identifiers.org/reactome/R-GGA-373177; Reactome Reaction: http://identifiers.org/reactome/R-GGA-71397; Reactome Reaction: http://identifiers.org/reactome/R-HSA-71397; Reactome Reaction: http://identifiers.org/reactome/R-MMU-71397; Reactome Reaction: http://identifiers.org/reactome/R-OSA-71397; Reactome Reaction: http://identifiers.org/reactome/R-RNO-71397; Reactome Reaction: http://identifiers.org/reactome/R-SCE-71397; Reactome Reaction: http://identifiers.org/reactome/R-SPO-71397; Reactome Reaction: http://identifiers.org/reactome/R-SSC-71397; Reactome Reaction: http://identifiers.org/reactome/R-TGU-71397; Reactome Reaction: http://identifiers.org/reactome/R-XTR-71397; KEGG Reaction: http://identifiers.org/kegg.reaction/R00209; SEED Reaction: http://identifiers.org/seed.reaction/rxn00154	PDH_like_mediated_by_BCKDH; PDHm
PENDPtm	All trans Pentaprenyl diphosphate transport  mitochondrial	pendp_c <-> pendp_m	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102483; SEED Reaction: http://identifiers.org/seed.reaction/rxn13376	PENDPtm
PEPAT	Peptide alpha N acetyltransferase	accoa_c + pepd_c <-> apep_c + coa_c + h_c	iMM904; iND750	EC Number: http://identifiers.org/ec-code/2.3.1.88; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102486; SEED Reaction: http://identifiers.org/seed.reaction/rxn05792	PEPAT
PEPDt3	Peptide transport in via proton symport	h_e + pepd_e <-> h_c + pepd_c	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102488; SEED Reaction: http://identifiers.org/seed.reaction/rxn09664	PEPDt3
PETHCT	Phosphoethanolamine cytidyltransferase	ctp_c + ethamp_c + h_c <-> cdpea_c + ppi_c	iND750; iMM904; iLB1027_lipid; RECON1; iMM1415; iAB_RBC_283; iRC1080; iCHOv1; iAM_Pf480; Recon3D; iCHOv1_DG44; iAM_Pb448; iAM_Pc455; iAM_Pk459; iAM_Pv461	EC Number: http://identifiers.org/ec-code/2.7.7.14; RHEA: http://identifiers.org/rhea/24592; RHEA: http://identifiers.org/rhea/24593; RHEA: http://identifiers.org/rhea/24594; RHEA: http://identifiers.org/rhea/24595; BioCyc: http://identifiers.org/biocyc/META:2.7.7.14-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102498; Reactome Reaction: http://identifiers.org/reactome/R-ATH-1483190; Reactome Reaction: http://identifiers.org/reactome/R-BTA-1483190; Reactome Reaction: http://identifiers.org/reactome/R-CEL-1483190; Reactome Reaction: http://identifiers.org/reactome/R-CFA-1483190; Reactome Reaction: http://identifiers.org/reactome/R-DDI-1483190; Reactome Reaction: http://identifiers.org/reactome/R-DME-1483190; Reactome Reaction: http://identifiers.org/reactome/R-DRE-1483190; Reactome Reaction: http://identifiers.org/reactome/R-GGA-1483190; Reactome Reaction: http://identifiers.org/reactome/R-HSA-1483190; Reactome Reaction: http://identifiers.org/reactome/R-MMU-1483190; Reactome Reaction: http://identifiers.org/reactome/R-OSA-1483190; Reactome Reaction: http://identifiers.org/reactome/R-PFA-1483190; Reactome Reaction: http://identifiers.org/reactome/R-RNO-1483190; Reactome Reaction: http://identifiers.org/reactome/R-SCE-1483190; Reactome Reaction: http://identifiers.org/reactome/R-SPO-1483190; Reactome Reaction: http://identifiers.org/reactome/R-TGU-1483190; Reactome Reaction: http://identifiers.org/reactome/R-XTR-1483190; KEGG Reaction: http://identifiers.org/kegg.reaction/R02038; SEED Reaction: http://identifiers.org/seed.reaction/rxn01479	PETHCT; PETHCT_c
PEtg_SC	Phosphatidylethanolamine Golgi transport  yeast specific	pe_SC_c <-> pe_SC_g	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102506	PEtg_SC
PEtv_SC	Phosphatidylethanolamine vacuolar transport  yeast specific	pe_SC_c <-> pe_SC_v	iND750; iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102506	PEtv_SC
PFK26	6 phosphofructo 2 kinase	atp_c + f6p_c <-> adp_c + f26bp_c + h_c	iMM904; iND750; iIS312; iCHOv1_DG44; iIS312_Epimastigote; iIS312_Trypomastigote; iIS312_Amastigote; Recon3D; iCHOv1; RECON1; iAB_RBC_283; iAT_PLT_636; iMM1415	RHEA: http://identifiers.org/rhea/15653; RHEA: http://identifiers.org/rhea/15654; RHEA: http://identifiers.org/rhea/15655; RHEA: http://identifiers.org/rhea/15656; EC Number: http://identifiers.org/ec-code/2.7.1.105; BioCyc: http://identifiers.org/biocyc/META:6-PHOSPHOFRUCTO-2-KINASE-RXN; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102508; KEGG Reaction: http://identifiers.org/kegg.reaction/R02732	PFK26
PHEACt	Phenethyl acetate transport  extracellular 	pheac_c <-> pheac_e	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102622; SEED Reaction: http://identifiers.org/seed.reaction/rxn13377	PHEACt
PHETRSm	Phenylalanyl tRNA synthetase  mitochondrial	atp_m + phe__L_m + trnaphe_m <-> amp_m + phetrna_m + ppi_m	iMM904; iND750; iRC1080; iLB1027_lipid	EC Number: http://identifiers.org/ec-code/6.1.1.20; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102634; Reactome Reaction: http://identifiers.org/reactome/R-HSA-379848; Reactome Reaction: http://identifiers.org/reactome/R-HSA-380203; KEGG Reaction: http://identifiers.org/kegg.reaction/R03660; SEED Reaction: http://identifiers.org/seed.reaction/rxn06444	PHETL; PHETL_m; PHETRSm
PHEt2m	Phenylalanine mitochondrial transport via proton symport	h_m + phe__L_m <-> h_c + phe__L_c	iCHOv1; iND750; iMM904; Recon3D; iLB1027_lipid; iCHOv1_DG44	RHEA: http://identifiers.org/rhea/28923; RHEA: http://identifiers.org/rhea/28924; RHEA: http://identifiers.org/rhea/28925; RHEA: http://identifiers.org/rhea/28926; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-56; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102635; SEED Reaction: http://identifiers.org/seed.reaction/rxn05306; SEED Reaction: http://identifiers.org/seed.reaction/rxn09117; SEED Reaction: http://identifiers.org/seed.reaction/rxn09724; SEED Reaction: http://identifiers.org/seed.reaction/rxn11337	PHEt2m; PHEt_m; r1455
PHEt2r	L phenylalanine reversible transport via proton symport	h_e + phe__L_e <-> h_c + phe__L_c	iCN718; iIS312_Epimastigote; iIS312_Amastigote; iYS854; iIS312_Trypomastigote; iIS312; iEK1008; iMM904; iSB619; iNJ661; iND750; iIT341; iYO844; iJR904; iNF517	RHEA: http://identifiers.org/rhea/28923; RHEA: http://identifiers.org/rhea/28924; RHEA: http://identifiers.org/rhea/28925; RHEA: http://identifiers.org/rhea/28926; BioCyc: http://identifiers.org/biocyc/META:TRANS-RXN-56; MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR102635; SEED Reaction: http://identifiers.org/seed.reaction/rxn05306; SEED Reaction: http://identifiers.org/seed.reaction/rxn09117; SEED Reaction: http://identifiers.org/seed.reaction/rxn09724; SEED Reaction: http://identifiers.org/seed.reaction/rxn11337	PHEt2r; PHEt6
PI3P5K_SC	Phosphatidylinositol 3 phosphate 5 kinase  yeast specfic	atp_c + 0.01 ptd3ino_SC_c <-> adp_c + h_c + 0.01 ptd135bp_SC_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143283	PI3P5K_SC
PI45BP5P_SC	1 phosphatidylinositol 4 5 bisphosphate 5 phosphatase  yeast specific	h2o_c + 0.01 ptd145bp_SC_c <-> pi_c + 0.01 ptd4ino_SC_c	iMM904	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143284	PI45BP5P_SC
PI4P5K_SC	Phosphatidylinositol 4 phosphate 5 kinase  yeast specfic	atp_c + 0.01 ptd4ino_SC_c <-> adp_c + h_c + 0.01 ptd145bp_SC_c	iMM904; iND750	MetaNetX (MNX) Equation: http://identifiers.org/metanetx.reaction/MNXR143286	PI4P5K_SC
