bigg_id	universal_bigg_id	name	model_list	database_links	old_bigg_ids
cbp_c	cbp	Carbamoyl phosphate	iRC1080; iMM1415; iJN678; iAF987; STM_v1_0; iAF692; RECON1; iY75_1357; iLJ478; iHN637; iAF1260b; iYO844; iCHOv1; iEC1356_Bl21DE3; iEK1008; iCHOv1_DG44; iJB785; iEC1349_Crooks; iLB1027_lipid; iML1515; iYS854; Recon3D; iNF517; iB21_1397; iJN746; iIT341; iSF_1195; iJO1366; iE2348C_1286; iMM904; iBWG_1329; iSB619; iND750; ic_1306; iAPECO1_1312; iEC042_1314; iAF1260; iPC815; iNJ661; iECNA114_1301; iECOK1_1307; iECO111_1330; iECIAI39_1322; iECs_1301; iECS88_1305; iECO26_1355; iEcolC_1368; iECO103_1326; iECIAI1_1343; iECP_1309; iAM_Pb448; iEC1368_DH5a; iAM_Pc455; iEC1364_W; iCN900; iEC1344_C; iCN718; iEC1372_W3110; iJN1463; iAM_Pk459; iAM_Pf480; iSynCJ816; iYS1720; iAM_Pv461; iECSF_1327; iS_1188; iETEC_1333; iECW_1372; iECSE_1348; iEcSMS35_1347; iEKO11_1354; iECUMN_1333; iECSP_1301; iLF82_1304; iG2583_1286; iNRG857_1313; iEcDH1_1363; iECDH10B_1368; iEcHS_1320; iECED1_1282; iECB_1328; iEC55989_1330; iECH74115_1262; iEcE24377_1341; iECD_1391; iECABU_c1320; iECDH1ME8569_1439; iECBD_1354; iUMNK88_1353; iUTI89_1310; iSFxv_1172; iSDY_1059; iUMN146_1321; iWFL_1372; iSSON_1240; iSBO_1134; iJR904; iSbBS512_1146; iSFV_1184; iZ_1308; iYL1228	Reactome Compound: http://identifiers.org/reactome/R-ALL-111647; Reactome Compound: http://identifiers.org/reactome/R-ALL-29676; KEGG Compound: http://identifiers.org/kegg.compound/C00169; CHEBI: http://identifiers.org/chebi/CHEBI:13942; CHEBI: http://identifiers.org/chebi/CHEBI:17672; CHEBI: http://identifiers.org/chebi/CHEBI:23005; CHEBI: http://identifiers.org/chebi/CHEBI:3389; CHEBI: http://identifiers.org/chebi/CHEBI:41567; CHEBI: http://identifiers.org/chebi/CHEBI:58228; InChI Key: https://identifiers.org/inchikey/FFQKYPRQEYGKAF-UHFFFAOYSA-L; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01096; BioCyc: http://identifiers.org/biocyc/META:CARBAMOYL-P; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM138; SEED Compound: http://identifiers.org/seed.compound/cpd00146	cbp; cbp[c]; cbp_c
cd2_c	cd2	Cadmium	iSFxv_1172; iSbBS512_1146; iUMNK88_1353; iUMN146_1321; iSFV_1184; iSDY_1059; iWFL_1372; iUTI89_1310; iYL1228; iZ_1308; iSBO_1134; iSSON_1240; iECOK1_1307; iECNA114_1301; iECIAI1_1343; iECO103_1326; iEcolC_1368; iECS88_1305; iECO26_1355; iECs_1301; iECP_1309; iECO111_1330; iECIAI39_1322; iEC1349_Crooks; iEC1356_Bl21DE3; iML1515; iAF1260b; iAF692; iY75_1357; iAF987; iYO844; STM_v1_0; iB21_1397; ic_1306; iBWG_1329; iJO1366; iEC042_1314; iSF_1195; iAF1260; iPC815; iAPECO1_1312; iE2348C_1286; iECD_1391; iEcHS_1320; iECB_1328; iEC55989_1330; iECED1_1282; iECH74115_1262; iECDH10B_1368; iECDH1ME8569_1439; iEcE24377_1341; iECABU_c1320; iEcDH1_1363; iECBD_1354; iEC1364_W; iEC1344_C; iYS1720; iEC1372_W3110; iEC1368_DH5a; iJN1463; iEKO11_1354; iECSP_1301; iS_1188; iECUMN_1333; iEcSMS35_1347; iETEC_1333; iNRG857_1313; iECW_1372; iG2583_1286; iECSF_1327; iLF82_1304; iECSE_1348	KEGG Compound: http://identifiers.org/kegg.compound/C01413; CHEBI: http://identifiers.org/chebi/CHEBI:3290; CHEBI: http://identifiers.org/chebi/CHEBI:48773; CHEBI: http://identifiers.org/chebi/CHEBI:48775; Human Metabolome Database: http://identifiers.org/hmdb/HMDB03638; BioCyc: http://identifiers.org/biocyc/META:CD+2; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM4505; InChI Key: https://identifiers.org/inchikey/WLZRMCYVCSSEQC-UHFFFAOYSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd01012	cd2; cd2_c
cdpdddecg_c	cdpdddecg	CDP-1,2-didodecanoylglycerol	iEC1349_Crooks; iML1515; iEC1356_Bl21DE3; iEC1344_C; iEC1372_W3110; iYS1720; iEC1364_W; iJN1463; iEC1368_DH5a; iEcE24377_1341; iEcHS_1320; iECED1_1282; iECDH10B_1368; iECB_1328; iECABU_c1320; iECDH1ME8569_1439; iECH74115_1262; iEcDH1_1363; iEC55989_1330; iECBD_1354; iECD_1391; ic_1306; iB21_1397; iEC042_1314; iAF1260; iJN746; iPC815; iJO1366; iE2348C_1286; iSF_1195; iBWG_1329; iAPECO1_1312; iECUMN_1333; iLF82_1304; iNRG857_1313; iEcSMS35_1347; iETEC_1333; iG2583_1286; iECSE_1348; iECSF_1327; iS_1188; iEKO11_1354; iECSP_1301; iECW_1372; iY75_1357; iHN637; STM_v1_0; iAF1260b; iAF987; iSFxv_1172; iSbBS512_1146; iSDY_1059; iSFV_1184; iUTI89_1310; iSBO_1134; iUMNK88_1353; iWFL_1372; iUMN146_1321; iYL1228; iSSON_1240; iZ_1308; iECOK1_1307; iECP_1309; iECS88_1305; iECO26_1355; iECO111_1330; iECIAI1_1343; iECNA114_1301; iECO103_1326; iECs_1301; iEcolC_1368; iECIAI39_1322	MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM4507; SEED Compound: http://identifiers.org/seed.compound/cpd15417	cdpdddecg; cdpdddecg[c]; cdpdddecg_c
cenchddd_c	cenchddd	Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol	iML1515; iEC1356_Bl21DE3; iEC1349_Crooks; iEC1344_C; iEC1368_DH5a; iEC1372_W3110; iEC1364_W; iEC55989_1330; iECDH10B_1368; iECB_1328; iECDH1ME8569_1439; iECD_1391; iEcE24377_1341; iEcDH1_1363; iEcHS_1320; iECH74115_1262; iECBD_1354; iAF1260; iB21_1397; iJO1366; iBWG_1329; iEC042_1314; iSF_1195; iETEC_1333; iECSE_1348; iECSP_1301; iECW_1372; iG2583_1286; iECUMN_1333; iEKO11_1354; iEcSMS35_1347; iS_1188; iY75_1357; iAF1260b; iZ_1308; iSFV_1184; iUMNK88_1353; iSBO_1134; iSFxv_1172; iWFL_1372; iSSON_1240; iJR904; iECO26_1355; iECO103_1326; iECIAI39_1322; iECs_1301; iEcolC_1368; iECO111_1330; iECIAI1_1343	InChI Key: https://identifiers.org/inchikey/AEUBLTTWYCDTGM-HXOXMVQHSA-M; KEGG Compound: http://identifiers.org/kegg.compound/C12622; CHEBI: http://identifiers.org/chebi/CHEBI:49071; CHEBI: http://identifiers.org/chebi/CHEBI:60108; CHEBI: http://identifiers.org/chebi/CHEBI:61451; CHEBI: http://identifiers.org/chebi/CHEBI:61462; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM2161; SEED Compound: http://identifiers.org/seed.compound/cpd09253	cenchddd; cenchddd_c
chtbs6p_c	chtbs6p	Diacetylchitobiose-6-phosphate	iECUMN_1333; iLF82_1304; iECW_1372; iECSF_1327; iECSE_1348; iG2583_1286; iEKO11_1354; iS_1188; iETEC_1333; iECSP_1301; iEcSMS35_1347; iNRG857_1313; iY75_1357; iECIAI39_1322; iEcolC_1368; iECS88_1305; iECO103_1326; iECNA114_1301; iECs_1301; iECIAI1_1343; iECP_1309; iECOK1_1307; iECO26_1355; iECO111_1330; iUMNK88_1353; iZ_1308; iSDY_1059; iSFxv_1172; iUMN146_1321; iSSON_1240; iWFL_1372; iSbBS512_1146; iSFV_1184; iSBO_1134; iUTI89_1310; iEC1349_Crooks; iEC1356_Bl21DE3; iML1515; iEC1368_DH5a; iEC1372_W3110; iCN900; iEC1344_C; iEC1364_W; iAPECO1_1312; iJO1366; iSF_1195; iB21_1397; iEC042_1314; iBWG_1329; ic_1306; iE2348C_1286; iECH74115_1262; iECBD_1354; iECDH1ME8569_1439; iEC55989_1330; iECD_1391; iECED1_1282; iECDH10B_1368; iEcE24377_1341; iEcHS_1320; iECB_1328; iECABU_c1320; iEcDH1_1363	KEGG Compound: http://identifiers.org/kegg.compound/C21152; CHEBI: http://identifiers.org/chebi/CHEBI:64883; CHEBI: http://identifiers.org/chebi/CHEBI:64897; InChI Key: https://identifiers.org/inchikey/KYKNQNQCPWDNAK-CBTAGEKQSA-L; BioCyc: http://identifiers.org/biocyc/META:DIACETYLCHITOBIOSE-6-PHOSPHATE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM11353; SEED Compound: http://identifiers.org/seed.compound/cpd26854	chtbs6p; chtbs6p_c
cl_c	cl	Chloride	iECO103_1326; iECO111_1330; iECP_1309; iECSE_1348; iECIAI1_1343; iECs_1301; iECS88_1305; iECO26_1355; iECIAI39_1322; iECOK1_1307; iEcolC_1368; iECNA114_1301; iEC042_1314; ic_1306; iPC815; iAF1260; iE2348C_1286; iNJ661; iAPECO1_1312; iJO1366; iBWG_1329; iEC55989_1330; iB21_1397; iSF_1195; iAM_Pk459; iYS1720; iAM_Pc455; iJN1463; iAM_Pb448; iEC1368_DH5a; iEC1372_W3110; iEC1344_C; iAM_Pf480; iAM_Pv461; iCHOv1_DG44; Recon3D; iML1515; iYS854; iEC1364_W; iEC1349_Crooks; iLB1027_lipid; iJB785; iEC1356_Bl21DE3; iEK1008; iECDH1ME8569_1439; iEcHS_1320; iECBD_1354; iECED1_1282; iEcE24377_1341; iECB_1328; iECABU_c1320; iECD_1391; iECH74115_1262; iECDH10B_1368; iEcDH1_1363; iUTI89_1310; iSFxv_1172; iSDY_1059; iWFL_1372; iSFV_1184; iYL1228; iSBO_1134; iUMN146_1321; iZ_1308; iSSON_1240; iUMNK88_1353; iSbBS512_1146; iEcSMS35_1347; iETEC_1333; iNRG857_1313; iECW_1372; iECUMN_1333; iLF82_1304; iG2583_1286; iECSF_1327; iS_1188; iECSP_1301; iEKO11_1354; iHN637; iY75_1357; iAT_PLT_636; RECON1; iAF987; iCHOv1; STM_v1_0; iAB_RBC_283; iMM1415; iAF692; iAF1260b	Reactome Compound: http://identifiers.org/reactome/R-ALL-188972; Reactome Compound: http://identifiers.org/reactome/R-ALL-2730999; Reactome Compound: http://identifiers.org/reactome/R-ALL-2731008; Reactome Compound: http://identifiers.org/reactome/R-ALL-2731020; Reactome Compound: http://identifiers.org/reactome/R-ALL-29572; Reactome Compound: http://identifiers.org/reactome/R-ALL-3301973; Reactome Compound: http://identifiers.org/reactome/R-ALL-352022; KEGG Compound: http://identifiers.org/kegg.compound/C00698; KEGG Compound: http://identifiers.org/kegg.compound/C01327; CHEBI: http://identifiers.org/chebi/CHEBI:13291; CHEBI: http://identifiers.org/chebi/CHEBI:13364; CHEBI: http://identifiers.org/chebi/CHEBI:13970; CHEBI: http://identifiers.org/chebi/CHEBI:17883; CHEBI: http://identifiers.org/chebi/CHEBI:17996; CHEBI: http://identifiers.org/chebi/CHEBI:24635; CHEBI: http://identifiers.org/chebi/CHEBI:3616; CHEBI: http://identifiers.org/chebi/CHEBI:3731; CHEBI: http://identifiers.org/chebi/CHEBI:48804; CHEBI: http://identifiers.org/chebi/CHEBI:50315; CHEBI: http://identifiers.org/chebi/CHEBI:5590; KEGG Drug: http://identifiers.org/kegg.drug/D02057; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00492; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02073; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02162; Human Metabolome Database: http://identifiers.org/hmdb/HMDB02306; BioCyc: http://identifiers.org/biocyc/META:CL-; BioCyc: http://identifiers.org/biocyc/META:HCL; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM43; InChI Key: https://identifiers.org/inchikey/VEXZGXHMUGYJMC-UHFFFAOYSA-M; SEED Compound: http://identifiers.org/seed.compound/cpd00099	cl; cl[c]; cl_c
cmp_c	cmp	CMP C9H12N3O8P	iAT_PLT_636; iRC1080; STM_v1_0; iY75_1357; iAB_RBC_283; iAF987; RECON1; iYO844; iMM1415; iHN637; iAF1260b; iAF692; iJN678; iCHOv1; iLJ478; iEC1356_Bl21DE3; iJB785; iML1515; iLB1027_lipid; iEC1349_Crooks; iYS854; iNF517; iEK1008; Recon3D; iCHOv1_DG44; iE2348C_1286; iND750; iEC042_1314; iMM904; iB21_1397; iJN746; iNJ661; iAPECO1_1312; iSF_1195; iBWG_1329; iAF1260; iSB619; iPC815; iJO1366; iIT341; ic_1306; iECO103_1326; iECIAI1_1343; iECIAI39_1322; iECs_1301; iECS88_1305; iECO111_1330; iEcolC_1368; iECP_1309; iECOK1_1307; iECO26_1355; iECNA114_1301; iEC1344_C; iIS312_Amastigote; iYS1720; iEC1372_W3110; iCN900; iIS312_Trypomastigote; iSynCJ816; iEC1364_W; iAM_Pk459; iAM_Pf480; iAM_Pv461; iIS312; iAM_Pb448; iIS312_Epimastigote; iAM_Pc455; iEC1368_DH5a; iCN718; iJN1463; iECSP_1301; iNRG857_1313; iECW_1372; iETEC_1333; iEKO11_1354; iLF82_1304; iECUMN_1333; iEcSMS35_1347; iG2583_1286; iECSF_1327; iECSE_1348; iS_1188; iEcDH1_1363; iEcHS_1320; iEC55989_1330; iECDH10B_1368; iECH74115_1262; iECDH1ME8569_1439; iECABU_c1320; iECBD_1354; iECB_1328; iECD_1391; iECED1_1282; iEcE24377_1341; iSbBS512_1146; iZ_1308; iSSON_1240; iSBO_1134; iWFL_1372; iSFxv_1172; iSDY_1059; iUTI89_1310; iSFV_1184; iUMNK88_1353; iYL1228; iUMN146_1321; iJR904	Reactome Compound: http://identifiers.org/reactome/R-ALL-109395; Reactome Compound: http://identifiers.org/reactome/R-ALL-1524067; Reactome Compound: http://identifiers.org/reactome/R-ALL-727810; KEGG Compound: http://identifiers.org/kegg.compound/C00055; CHEBI: http://identifiers.org/chebi/CHEBI:13274; CHEBI: http://identifiers.org/chebi/CHEBI:17361; CHEBI: http://identifiers.org/chebi/CHEBI:23520; CHEBI: http://identifiers.org/chebi/CHEBI:3275; CHEBI: http://identifiers.org/chebi/CHEBI:41312; CHEBI: http://identifiers.org/chebi/CHEBI:41319; CHEBI: http://identifiers.org/chebi/CHEBI:41666; CHEBI: http://identifiers.org/chebi/CHEBI:41691; CHEBI: http://identifiers.org/chebi/CHEBI:47362; CHEBI: http://identifiers.org/chebi/CHEBI:48799; CHEBI: http://identifiers.org/chebi/CHEBI:58120; CHEBI: http://identifiers.org/chebi/CHEBI:60377; KEGG Glycan: http://identifiers.org/kegg.glycan/G10621; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00095; InChI Key: https://identifiers.org/inchikey/IERHLVCPSMICTF-XVFCMESISA-L; BioCyc: http://identifiers.org/biocyc/META:CMP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM31; SEED Compound: http://identifiers.org/seed.compound/cpd00046	cmp; cmp[c]; cmp_c
coa_c	coa	Coenzyme A	iS_1188; iG2583_1286; iECUMN_1333; iEKO11_1354; iETEC_1333; iECW_1372; iEcSMS35_1347; iECSF_1327; iNRG857_1313; iECSP_1301; iSbBS512_1146; iLF82_1304; iMM1415; iHN637; iLJ478; iAF1260b; iCHOv1; RECON1; iYO844; iJN678; iAF987; STM_v1_0; iAT_PLT_636; iRC1080; iAF692; iY75_1357; iAB_RBC_283; iECNA114_1301; iEcolC_1368; iECO111_1330; iECSE_1348; iECOK1_1307; iECs_1301; iECP_1309; iECO26_1355; iECIAI1_1343; iECS88_1305; iECIAI39_1322; iECO103_1326; iUMNK88_1353; iSSON_1240; iUMN146_1321; e_coli_core; iWFL_1372; iSDY_1059; iJR904; iSFxv_1172; iSBO_1134; iYL1228; iUTI89_1310; iSFV_1184; iZ_1308; iML1515; iEC1364_W; iLB1027_lipid; iEC1356_Bl21DE3; iEC1349_Crooks; iEK1008; iCHOv1_DG44; Recon3D; iJB785; iYS854; iNF517; iEC1368_DH5a; iIS312_Trypomastigote; iAM_Pk459; iCN718; iAM_Pb448; iAM_Pv461; iEC1372_W3110; iYS1720; iIS312; iIS312_Epimastigote; iJN1463; iIS312_Amastigote; iEC1344_C; iAM_Pf480; iAM_Pc455; iCN900; iSynCJ816; iAPECO1_1312; iND750; iMM904; iE2348C_1286; iPC815; iJN746; iNJ661; iIT341; iJO1366; iBWG_1329; ic_1306; iEC55989_1330; iB21_1397; iAF1260; iEC042_1314; iSF_1195; iSB619; iECDH1ME8569_1439; iECED1_1282; iECBD_1354; iECDH10B_1368; iECABU_c1320; iEcDH1_1363; iECB_1328; iECD_1391; iEcE24377_1341; iECH74115_1262; iEcHS_1320	Reactome Compound: http://identifiers.org/reactome/R-ALL-162743; Reactome Compound: http://identifiers.org/reactome/R-ALL-1678675; Reactome Compound: http://identifiers.org/reactome/R-ALL-193514; Reactome Compound: http://identifiers.org/reactome/R-ALL-2485002; Reactome Compound: http://identifiers.org/reactome/R-ALL-29374; Reactome Compound: http://identifiers.org/reactome/R-ALL-76194; Reactome Compound: http://identifiers.org/reactome/R-ALL-8939024; KEGG Compound: http://identifiers.org/kegg.compound/C00010; CHEBI: http://identifiers.org/chebi/CHEBI:13294; CHEBI: http://identifiers.org/chebi/CHEBI:13295; CHEBI: http://identifiers.org/chebi/CHEBI:13298; CHEBI: http://identifiers.org/chebi/CHEBI:15346; CHEBI: http://identifiers.org/chebi/CHEBI:23355; CHEBI: http://identifiers.org/chebi/CHEBI:3771; CHEBI: http://identifiers.org/chebi/CHEBI:41597; CHEBI: http://identifiers.org/chebi/CHEBI:41631; CHEBI: http://identifiers.org/chebi/CHEBI:57287; CHEBI: http://identifiers.org/chebi/CHEBI:741566; Human Metabolome Database: http://identifiers.org/hmdb/HMDB01423; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62184; BioCyc: http://identifiers.org/biocyc/META:CO-A; BioCyc: http://identifiers.org/biocyc/META:COA-GROUP; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM12; InChI Key: https://identifiers.org/inchikey/RGJOEKWQDUBAIZ-IBOSZNHHSA-J; SEED Compound: http://identifiers.org/seed.compound/cpd00010; SEED Compound: http://identifiers.org/seed.compound/cpd22528	coa; coa[c]; coa_c
cpg180_c	cpg180	Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	iAF1260b; iY75_1357; iAF987; STM_v1_0; iEC1356_Bl21DE3; iML1515; iEC1349_Crooks; iAF1260; iJO1366; ic_1306; iAPECO1_1312; iPC815; iE2348C_1286; iEC042_1314; iJN746; iSF_1195; iB21_1397; iBWG_1329; iECO111_1330; iECS88_1305; iECs_1301; iECIAI1_1343; iEcolC_1368; iECOK1_1307; iECO26_1355; iECO103_1326; iECIAI39_1322; iECP_1309; iECNA114_1301; iEC1372_W3110; iEC1368_DH5a; iEC1344_C; iJN1463; iEC1364_W; iYS1720; iNRG857_1313; iECSF_1327; iECUMN_1333; iECW_1372; iS_1188; iECSP_1301; iEcSMS35_1347; iLF82_1304; iETEC_1333; iEKO11_1354; iECSE_1348; iG2583_1286; iECABU_c1320; iECBD_1354; iEcDH1_1363; iECB_1328; iECDH1ME8569_1439; iEcHS_1320; iEcE24377_1341; iECDH10B_1368; iECH74115_1262; iECED1_1282; iEC55989_1330; iECD_1391; iUTI89_1310; iSDY_1059; iSFV_1184; iUMN146_1321; iSBO_1134; iSSON_1240; iWFL_1372; iSbBS512_1146; iSFxv_1172; iZ_1308; iUMNK88_1353; iYL1228	InChI Key: https://identifiers.org/inchikey/ACOSNNHXZDLJJE-UHFFFAOYSA-M; BioCyc: http://identifiers.org/biocyc/META:CPD0-2217; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM48211; SEED Compound: http://identifiers.org/seed.compound/cpd15436; SEED Compound: http://identifiers.org/seed.compound/cpd26448	cpg180; cpg180_c
crn__D_c	crn__D	D-Carnitine	iECP_1309; iECNA114_1301; iEcolC_1368; iECOK1_1307; iECO26_1355; iECO103_1326; iECs_1301; iECO111_1330; iECIAI1_1343; iECIAI39_1322; iECS88_1305; iEC042_1314; iJO1366; iE2348C_1286; iAF1260; ic_1306; iB21_1397; iBWG_1329; iSF_1195; iAPECO1_1312; iPC815; iYS1720; iEC1344_C; iEC1364_W; iEC1368_DH5a; iEC1372_W3110; iEC1349_Crooks; iML1515; iEC1356_Bl21DE3; iEcHS_1320; iECABU_c1320; iECDH10B_1368; iECB_1328; iECD_1391; iECDH1ME8569_1439; iEcDH1_1363; iECED1_1282; iEC55989_1330; iEcE24377_1341; iECH74115_1262; iECBD_1354; iSFV_1184; iWFL_1372; iSbBS512_1146; iSDY_1059; iSBO_1134; iUMN146_1321; iSSON_1240; iZ_1308; iYL1228; iSFxv_1172; iUMNK88_1353; iUTI89_1310; iEKO11_1354; iECW_1372; iECSE_1348; iEcSMS35_1347; iG2583_1286; iNRG857_1313; iLF82_1304; iECSP_1301; iETEC_1333; iECUMN_1333; iECSF_1327; iS_1188; iAF1260b; iY75_1357; STM_v1_0	KEGG Compound: http://identifiers.org/kegg.compound/C15025; CHEBI: http://identifiers.org/chebi/CHEBI:11060; CHEBI: http://identifiers.org/chebi/CHEBI:51453; Human Metabolome Database: http://identifiers.org/hmdb/HMDB62634; BioCyc: http://identifiers.org/biocyc/META:D-CARNITINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM246; InChI Key: https://identifiers.org/inchikey/PHIQHXFUZVPYII-LURJTMIESA-N; SEED Compound: http://identifiers.org/seed.compound/cpd10719	crn_DASH_D_c; crn_D_c; crn__D; crn__D_c
csn_c	csn	Cytosine	iLF82_1304; iG2583_1286; iNRG857_1313; iEcSMS35_1347; iEKO11_1354; iETEC_1333; iECUMN_1333; iS_1188; iECW_1372; iECSE_1348; iECSF_1327; iECSP_1301; STM_v1_0; iAF692; iCHOv1; iAF1260b; iHN637; iMM1415; iYO844; iAF987; iLJ478; RECON1; iY75_1357; iRC1080; iJN678; iECNA114_1301; iECO26_1355; iECP_1309; iECOK1_1307; iEcolC_1368; iECs_1301; iECO111_1330; iECIAI1_1343; iECIAI39_1322; iECS88_1305; iECO103_1326; iUMNK88_1353; iSbBS512_1146; iSSON_1240; iJR904; iUMN146_1321; iWFL_1372; iSFV_1184; iUTI89_1310; iSBO_1134; iSFxv_1172; iZ_1308; iSDY_1059; iYL1228; iNF517; iCHOv1_DG44; iYS854; iEC1356_Bl21DE3; Recon3D; iLB1027_lipid; iEC1349_Crooks; iML1515; iAM_Pb448; iJN1463; iAM_Pv461; iAM_Pc455; iEC1372_W3110; iYS1720; iAM_Pf480; iCN900; iAM_Pk459; iSynCJ816; iEC1344_C; iCN718; iEC1364_W; iEC1368_DH5a; iND750; iJO1366; iMM904; iB21_1397; iEC042_1314; iSB619; iPC815; iE2348C_1286; iJN746; iAF1260; iAPECO1_1312; iSF_1195; iBWG_1329; ic_1306; iECED1_1282; iECH74115_1262; iECB_1328; iECDH1ME8569_1439; iEcHS_1320; iEcE24377_1341; iECD_1391; iECABU_c1320; iEcDH1_1363; iECDH10B_1368; iECBD_1354; iEC55989_1330	KEGG Compound: http://identifiers.org/kegg.compound/C00380; CHEBI: http://identifiers.org/chebi/CHEBI:14066; CHEBI: http://identifiers.org/chebi/CHEBI:16040; CHEBI: http://identifiers.org/chebi/CHEBI:23531; CHEBI: http://identifiers.org/chebi/CHEBI:4072; CHEBI: http://identifiers.org/chebi/CHEBI:41732; Human Metabolome Database: http://identifiers.org/hmdb/HMDB00630; BioCyc: http://identifiers.org/biocyc/META:CYTOSINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM761; InChI Key: https://identifiers.org/inchikey/OPTASPLRGRRNAP-UHFFFAOYSA-N; SEED Compound: http://identifiers.org/seed.compound/cpd00307	csn; csn[c]; csn_c
ctbt_c	ctbt	Crotonobetaine	iECED1_1282; iECDH1ME8569_1439; iECDH10B_1368; iEcHS_1320; iECABU_c1320; iEC55989_1330; iECD_1391; iECH74115_1262; iEcDH1_1363; iECB_1328; iEcE24377_1341; iECBD_1354; iUTI89_1310; iWFL_1372; iSFxv_1172; iZ_1308; iSFV_1184; iJR904; iUMNK88_1353; iSbBS512_1146; iSSON_1240; iUMN146_1321; iYL1228; iSDY_1059; iSBO_1134; STM_v1_0; iY75_1357; iAF1260b; iYO844; iECUMN_1333; iECSF_1327; iEKO11_1354; iECSE_1348; iEcSMS35_1347; iNRG857_1313; iG2583_1286; iECW_1372; iECSP_1301; iETEC_1333; iS_1188; iLF82_1304; iEcolC_1368; iECO26_1355; iECO111_1330; iECO103_1326; iECs_1301; iECNA114_1301; iECP_1309; iECS88_1305; iECIAI39_1322; iECIAI1_1343; iECOK1_1307; ic_1306; iJO1366; iSF_1195; iBWG_1329; iAPECO1_1312; iPC815; iE2348C_1286; iEC042_1314; iB21_1397; iAF1260; iEC1356_Bl21DE3; iEC1349_Crooks; iYS854; iML1515; iYS1720; iEC1368_DH5a; iEC1344_C; iEC1372_W3110; iEC1364_W	KEGG Compound: http://identifiers.org/kegg.compound/C04114; CHEBI: http://identifiers.org/chebi/CHEBI:11946; CHEBI: http://identifiers.org/chebi/CHEBI:17237; CHEBI: http://identifiers.org/chebi/CHEBI:1774; CHEBI: http://identifiers.org/chebi/CHEBI:20299; CHEBI: http://identifiers.org/chebi/CHEBI:48867; InChI Key: https://identifiers.org/inchikey/GUYHPGUANSLONG-SNAWJCMRSA-N; BioCyc: http://identifiers.org/biocyc/META:CROTONO-BETAINE; MetaNetX (MNX) Chemical: http://identifiers.org/metanetx.chemical/MNXM1607; SEED Compound: http://identifiers.org/seed.compound/cpd02543	ctbt; ctbt_c
